"vague","grappe","s02q01","s02q02","s02q02_autre","s02q03","s02q03_unite","s02q04__0","s02q04__1","s02q04__2","s02q04__3","s02q04__4","s02q04__5","s02q04__6","s02q04__7","s02q04__8","s02q04__9","s02q04__10","s02q04__11","s02q04_autre"
2,80,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,4,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,80,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,15,1,0,0,0,0,0,0,0,0,0,1,0,0,
2,80,2,1,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,80,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,4,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,80,2,1,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,2,4,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,80,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,1,2,0,1,0,0,0,0,0,2,0,0,0,0,
1,81,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,1,2,0,1,0,0,0,0,0,2,0,0,0,0,
1,81,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
1,81,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,5,1,0,0,0,0,2,1,0,0,0,0,0,0,
1,81,2,4,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,45,1,0,1,0,0,0,0,0,0,0,0,0,2,"Tags d'interet  tres eleve"
1,81,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,30,1,0,0,1,0,0,0,0,0,0,0,0,0,
1,81,2,4,,2,2,0,2,0,0,0,0,0,1,0,0,0,0,
1,81,2,4,,45,1,0,0,0,0,0,0,2,1,0,0,0,0,
1,81,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,15,1,0,0,0,0,2,0,0,0,0,0,0,1,"manque d'argent"
1,81,1,,,,,0,0,2,0,0,0,0,0,0,1,0,0,
1,81,2,4,,30,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,81,2,4,,20,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,1,,,,,0,0,0,0,0,0,0,2,0,1,0,0,
1,81,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,40,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,4,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,81,2,1,,10,1,0,0,0,0,0,1,0,0,0,2,0,0,
1,81,2,1,,15,1,0,0,0,0,0,0,1,0,2,0,0,0,
2,82,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe plus",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,7,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,82,2,1,,15,1,0,0,0,0,0,2,0,0,0,1,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,7,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"inondation"
2,82,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,82,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,1,,10,1,0,0,0,0,0,0,0,0,1,0,0,0,
1,83,2,1,,15,1,0,0,1,0,0,2,0,0,0,0,0,0,
1,83,2,1,,10,1,0,0,1,0,0,0,0,0,0,2,0,0,
1,83,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"Insecurite"
1,83,2,4,,40,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,83,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,4,,50,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,83,2,1,,10,1,0,0,0,0,0,0,0,0,0,1,0,0,
1,83,2,4,,15,1,0,0,0,0,0,0,0,0,0,0,0,1,"Manque d'argent"
1,83,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,1,,15,1,0,0,0,0,2,0,0,1,0,0,0,0,
1,83,2,8,"Ya na pas aux alentour",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,4,,1,2,0,1,0,0,0,0,0,2,0,0,0,0,
1,83,2,4,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,1,,15,1,0,0,0,0,0,0,0,0,1,0,0,0,
1,83,2,4,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,83,2,4,,20,1,0,0,0,0,0,1,0,2,0,0,0,0,
1,83,2,4,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,1,,15,1,0,0,0,0,1,0,0,0,0,0,0,2,"Taux d'interet eleve"
1,83,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,
1,83,2,4,,40,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,83,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,83,2,4,,30,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,1,"ensablement et mauvais état du toitures"
2,84,2,4,,12,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,1,"manque d'équipements"
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
2,84,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,4,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,84,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,84,2,4,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,85,2,1,,10,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,85,1,,,,,0,0,0,0,0,0,2,0,0,0,0,1,"menage de moyen"
1,85,2,1,,5,1,0,0,0,0,0,0,0,0,0,1,0,0,
1,85,2,1,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
1,85,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,85,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,2,4,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,85,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,1,,,,,0,0,0,0,1,2,0,0,0,0,0,0,
1,85,2,4,,30,1,0,1,0,0,0,0,2,0,0,0,0,0,
1,85,2,1,,5,1,0,0,2,0,0,0,0,1,0,0,0,0,
1,85,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,2,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,1,"petit entreprise"
1,85,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,1,,,,,0,0,2,0,0,0,0,0,0,0,0,1,"Taux d'interet  eleve"
1,85,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,2,1,,15,1,0,0,2,0,0,1,0,0,0,0,0,0,
1,85,2,1,,5,1,0,0,0,0,0,0,0,0,0,1,0,0,
1,85,2,4,,30,1,0,0,0,0,0,2,0,0,0,1,0,0,
1,85,2,4,,10,1,0,1,0,0,0,0,0,2,0,0,0,0,
1,85,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
1,85,2,1,,10,1,0,0,0,2,0,0,0,0,0,1,0,0,
1,85,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,85,2,1,,10,1,0,0,0,2,0,0,0,1,0,0,0,0,
1,85,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,4,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,1,,5,1,0,0,0,0,0,0,0,0,1,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,1,,5,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,86,2,1,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,1,,7,1,0,0,0,0,0,1,0,0,0,0,2,0,
2,86,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,1,,12,1,0,0,0,0,0,0,0,1,0,0,0,0,
2,86,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,4,,7,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
2,86,2,4,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,4,,7,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,2,8,"n'existe pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,86,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,1,0,0,2,0,0,0,
1,87,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,60,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,1,0,0,0,0,0,0,2,"manque de liquidite"
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,35,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,2,0,0,0,1,0,0,
1,87,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,87,1,,,,,0,1,0,0,0,0,0,0,0,2,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"n'est plus fonctionnel"
1,87,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,87,1,,,,,0,0,0,0,0,0,0,0,1,2,0,0,
1,87,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,
1,87,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,87,2,4,,180,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,1,,45,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,
2,88,2,1,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,88,2,4,,75,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"manque de matériel hospitalier"
2,88,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"clôture et les tables bancs"
2,88,2,3,,20,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,88,2,3,,15,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,88,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,88,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,4,,180,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,1,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,88,2,4,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,88,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,
2,88,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,88,2,1,,90,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,88,2,4,,45,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,2,"il n'existe pas dans la localite"
2,90,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,90,2,4,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,90,2,4,,30,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,90,2,4,,60,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,1,,,,,0,1,0,0,0,0,0,0,0,2,0,0,
2,90,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,90,2,4,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,2,"il n'existe pas dans la localite"
2,90,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"l'eau est somatre et manque d'extension du réseau"
2,90,2,4,,30,1,0,1,0,0,0,0,0,0,0,0,0,2,"il n'existe pas dans la localite"
2,90,1,,,,,0,0,0,0,0,0,0,0,0,2,0,1,"étroitement du poste de sante"
2,90,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,1,,,,,0,2,0,0,0,0,0,0,0,0,0,1,"eau et électricité"
2,90,1,,,,,0,0,0,0,0,0,0,0,0,2,0,1,"manque de médicaments"
2,90,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,90,1,,,,,0,0,0,0,1,0,0,0,0,0,0,2,"manque de liquidite"
2,90,2,4,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,90,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,2,"il n'existe pas dans la localite"
2,90,1,,,,,0,0,0,0,0,0,0,0,1,2,0,0,
2,90,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque de bâtiments"
2,90,1,,,,,0,2,0,0,0,0,0,0,0,0,0,1,"manque de salle de classe"
2,90,2,4,,25,1,0,1,0,0,0,0,0,0,0,0,0,2,"il n'existe pas dans la localite"
2,90,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
1,91,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,2,0,0,0,0,0,0,0,0,1,"manque d'équipement"
1,91,2,3,,30,1,0,1,0,0,0,0,0,0,0,2,0,0,
1,91,2,5,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,1,0,0,0,0,0,0,0,0,2,"manque de cloture pour l'école"
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,91,2,4,,1,2,0,2,0,0,0,0,0,0,0,1,0,0,
1,91,2,3,,20,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,91,2,3,,30,1,0,1,0,0,0,0,0,0,2,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,30,1,0,1,0,0,0,0,0,0,2,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,
1,91,2,8,"ne sait pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,91,1,,,,,0,0,1,0,0,0,0,0,0,2,0,0,
1,91,2,3,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
1,91,2,8,"ne sait pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,1,2,0,1,0,0,2,0,0,0,0,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,91,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"pas de matériel"
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"non fonctionnel"
2,92,1,,,,,0,2,0,0,0,0,0,0,1,0,0,0,
2,92,2,4,,45,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"évacuation des eaux  pluviales"
2,92,1,,,,,0,0,0,0,0,0,0,0,1,2,0,0,
2,92,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,2,4,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,1,2,0,0,
2,92,2,4,,60,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,2,4,,150,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"l'eau est somatre et manque d'extension"
2,92,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque de locaux et d'équipements"
2,92,1,,,,,0,1,0,0,0,0,0,0,2,0,0,0,
2,92,2,4,,75,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque de médicaments"
2,92,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,92,2,4,,120,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,2,0,0,1,"manque de filiere agricole et équipements"
2,92,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,92,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque d'espace"
2,92,2,3,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,92,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,1,,1,2,0,1,0,0,0,0,0,0,2,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,93,2,4,,1,2,0,1,0,0,2,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,2,0,0,0,0,0,0,1,0,0,0,
1,93,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,30,1,0,2,0,0,0,0,0,0,0,0,0,1,"mauvaise état des routes"
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,15,1,0,2,1,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,1,,,,,0,0,2,0,0,0,0,0,1,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
1,93,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque d'équipement"
1,93,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,93,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,1,"manque de medicaments"
2,94,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"manque de robinet"
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,30,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,94,2,4,,1,2,0,1,0,0,2,0,0,0,0,0,0,0,
2,94,1,,,,,0,0,0,1,0,0,0,0,0,0,0,2,"manque de personel"
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,2,,30,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,4,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,4,,1,2,0,1,0,0,2,0,0,0,0,0,0,0,
2,94,1,,,,,0,0,0,0,0,0,1,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,45,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,4,,2,2,0,1,0,0,0,0,0,0,0,2,0,0,
2,94,2,3,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,94,2,3,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
1,95,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
