"vague","grappe","s00q00","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q04__10","s00q04__11","s00q04__12","s00q04_autre","s00q05","s00q06"
2,164,4,2,47,0,0,0,0,0,0,0,0,0,0,1,0,,16,1
2,164,8,1,48,0,0,0,0,0,0,0,0,1,0,0,0,"IMAM",10,1
2,164,7,1,56,0,1,0,0,0,0,0,0,0,0,0,0,,15,1
2,164,3,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENTE GPF",10,1
2,164,1,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,22,1
2,164,6,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"enseignant coran",8,1
2,164,2,1,72,0,1,0,0,0,0,0,0,0,0,0,0,,19,1
2,164,5,2,43,0,0,0,0,0,0,0,0,0,1,0,0,,10,1
2,164,10,2,37,0,0,0,0,0,0,0,0,1,0,0,0,"responsable des jeunes daara",8,1
2,164,9,1,62,0,2,0,0,0,0,0,0,1,0,0,0,"commercant",13,1
1,165,1,1,64,1,0,0,0,0,0,0,0,0,0,0,0,,18,1
1,165,5,1,40,0,0,0,0,0,0,1,0,2,0,0,0,"Imam",10,1
1,165,6,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"President Association des jeunes",8,2
1,165,2,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,20,1
1,165,7,1,48,0,1,0,0,0,0,0,0,2,0,0,0,"enseignant coranique",15,1
1,165,4,1,68,0,0,0,0,0,0,0,0,1,0,0,0,"travaille a la sous prefecture de Ndam",18,1
1,165,8,1,46,0,0,0,1,0,0,0,0,0,0,0,0,,10,3
1,165,3,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente GPF",17,1
2,166,2,1,56,0,0,0,0,0,0,0,0,1,0,0,0,"employe au bureau chef de village",13,5
2,166,3,1,62,0,0,0,0,0,1,0,0,2,0,0,0,"responsable politique",30,3
2,166,9,1,38,0,0,1,0,0,0,0,0,0,0,0,0,,15,3
2,166,11,1,55,1,0,0,0,0,0,0,0,0,0,0,0,,35,3
2,166,4,2,42,0,0,0,0,0,0,0,0,0,0,1,0,,12,2
2,166,7,1,43,0,0,0,0,0,0,0,0,1,0,0,0,"responsable dahira des jeunes",11,1
2,166,5,1,49,0,0,0,0,0,0,0,0,0,1,0,0,,25,3
2,166,10,1,58,0,0,0,0,0,0,1,0,2,0,0,0,"commercant",25,1
2,166,8,2,55,0,0,0,1,0,0,0,0,0,0,0,0,,5,4
2,166,1,1,62,0,0,0,0,0,0,1,0,2,0,0,0,"representant du Chef de village",22,1
2,166,6,2,57,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente GPF",22,1
1,167,5,1,35,0,1,0,0,0,0,0,0,2,0,0,0,"electricien batiment",7,3
1,167,8,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,15,1
1,167,7,2,36,0,0,0,0,0,0,0,0,0,0,1,0,,7,3
1,167,9,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,15,4
1,167,1,1,57,1,0,0,0,0,0,0,0,0,0,0,0,,15,4
1,167,4,2,47,0,0,0,0,0,0,0,0,2,1,0,0,"enquetrice a l A.N.S.D",15,4
1,167,2,1,55,0,1,0,0,0,0,0,0,0,0,0,0,,9,3
1,167,10,1,56,0,1,0,0,0,0,0,0,2,0,0,0,"enseignant coranique",18,1
1,167,6,1,36,0,0,0,0,0,0,0,0,0,1,0,0,,6,3
1,167,3,1,56,0,0,0,1,0,0,0,0,0,0,0,0,,12,5
2,168,1,1,62,1,0,0,0,0,0,0,0,0,0,0,0,,22,1
2,168,5,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"responsable des jeunes",12,1
2,168,10,1,46,0,1,0,0,0,0,0,0,2,0,0,0,"entrepreneur",17,1
2,168,3,1,55,0,1,0,0,0,0,0,0,2,0,0,0,"commercant",22,1
2,168,8,1,62,0,1,0,0,0,0,0,0,0,0,0,0,,24,1
2,168,2,2,52,0,0,0,0,0,0,0,0,0,0,1,0,,15,3
2,168,7,1,35,0,0,0,0,0,0,1,0,0,0,0,0,,10,1
2,168,9,2,63,0,1,0,0,0,0,0,0,0,0,0,0,,25,1
2,168,4,2,38,0,0,0,0,0,0,0,0,1,0,0,0,"secretaire AVEC association villageoise d epargne et de credit",9,2
2,168,6,1,48,0,0,0,0,0,0,0,0,0,1,0,0,,6,2
1,169,1,1,62,1,0,0,0,0,0,0,0,0,0,0,0,,25,1
1,169,4,1,34,0,0,0,0,0,0,0,0,1,0,0,0,"president des jeunes",12,1
1,169,8,2,38,0,0,0,0,0,0,0,0,1,0,0,0,"elle aide le chef de village pour les papiers administratifs",8,2
1,169,5,1,51,0,1,0,0,0,0,0,0,0,0,0,0,,15,1
1,169,2,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,25,1
1,169,3,1,40,0,0,0,0,0,0,1,0,2,0,0,0,"imam",10,1
1,169,7,2,42,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente Gpf",12,1
1,169,6,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,10,1
2,170,6,1,64,0,0,0,0,0,0,1,0,2,0,0,0,"IMAM",13,2
2,170,7,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"representant des jeunes, il dirige le dahira du village",14,1
2,170,10,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"represntant du badienou gokh",6,2
2,170,4,2,39,0,1,0,0,0,0,0,0,2,0,0,0,"presidente groupement feminin",13,1
2,170,2,1,41,0,0,1,0,0,0,0,0,0,0,0,0,,8,4
2,170,9,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,22,1
2,170,3,1,22,0,0,0,0,0,0,0,0,1,0,0,0,"secretaire du chef de village, elevd en classe de terminale",22,4
2,170,1,1,62,1,0,0,0,0,0,0,0,2,0,0,0,"responsable politique APR",24,1
2,170,5,1,35,0,0,0,0,0,0,1,0,2,0,0,0,"enseignant arabe",15,3
2,170,8,1,55,0,1,0,0,0,0,0,0,2,0,0,0,"commercant",9,1
1,171,7,1,63,0,1,0,0,0,0,0,0,2,0,0,0,"vendeur pieces detachees",17,1
1,171,6,1,72,0,0,0,0,0,0,0,0,1,0,0,0,"IMAM",20,1
1,171,2,1,45,0,0,0,0,0,0,1,0,2,0,0,0,"enseignant coranique",15,1
1,171,3,2,53,0,0,0,0,0,0,0,0,1,0,0,0,"predidente gpf",18,1
1,171,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,15,1
1,171,4,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,18,1
1,171,5,2,35,0,1,0,0,0,0,0,0,0,0,0,0,,15,1
2,172,10,1,32,0,1,0,0,0,0,0,0,2,0,0,0,"agriculteur",32,2
2,172,3,2,45,0,0,0,0,0,0,0,0,0,0,1,0,,25,1
2,172,1,1,55,1,0,0,0,0,0,0,0,2,0,0,0,"agriculteur",55,1
2,172,4,1,50,1,0,0,0,0,0,0,0,2,0,0,0,"agticulteur",50,1
2,172,7,1,72,1,0,0,0,0,0,0,0,2,0,0,0,"eleveur",35,1
2,172,9,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,45,1
2,172,5,1,45,1,0,0,0,0,0,0,0,2,0,0,0,"Macon",45,1
2,172,6,1,69,0,1,0,0,0,0,0,0,2,0,0,0,"eleveur",40,1
2,172,2,1,63,0,0,0,0,0,0,0,0,1,0,0,0,"IMAM, agriculteur",63,1
2,172,8,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"responsable des jeunes, agriculteur",35,2
2,172,11,1,37,0,0,1,0,0,0,0,0,0,0,0,0,,3,5
1,173,7,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,25,3
1,173,9,1,59,0,0,0,0,0,0,0,0,1,0,0,0,"president mutuelle de sante",45,2
1,173,6,2,68,0,0,0,0,0,0,0,0,0,0,1,0,,55,2
1,173,3,2,64,0,0,0,0,0,0,0,0,1,0,0,0,"presidente conseille de quartier",60,3
1,173,2,1,77,0,1,0,0,0,0,0,0,0,0,0,0,,77,2
1,173,8,2,65,0,0,0,0,0,0,0,0,0,0,1,0,,56,2
1,173,4,2,67,0,0,0,0,0,0,0,0,0,0,1,0,,65,3
1,173,1,1,77,1,0,0,0,0,0,0,0,0,0,0,0,,56,2
1,173,5,2,55,0,1,0,0,0,0,0,0,0,0,0,0,,55,3
2,174,2,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"Président AJDDN",15,5
2,174,14,1,42,0,0,1,0,0,0,0,0,0,0,0,0,,11,4
2,174,12,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"présidente groupement des femmes",44,2
2,174,5,1,68,0,0,0,0,0,0,1,0,0,0,0,0,,68,2
2,174,3,1,29,0,0,0,0,0,1,0,0,0,0,0,0,,26,5
2,174,11,2,51,0,1,0,0,0,0,0,0,0,0,0,0,,33,1
2,174,7,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,51,1
2,174,8,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,54,2
2,174,6,1,72,0,0,0,0,0,0,1,0,0,0,0,0,,72,1
2,174,15,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",30,3
2,174,16,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,60,2
2,174,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,63,3
2,174,9,2,43,0,0,0,0,0,0,0,0,1,0,0,0,"présidente groupement feminin",41,1
2,174,4,1,48,0,0,0,0,0,0,0,0,1,0,0,0,"président ASC",30,3
2,174,13,1,38,0,0,0,1,0,0,0,0,0,0,0,0,,0,5
1,175,5,1,24,0,1,0,0,0,0,0,0,0,0,0,0,,5,1
1,175,10,1,80,0,1,0,0,0,0,0,0,0,0,0,0,,43,1
1,175,8,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"representant jeunes",32,4
1,175,4,1,54,0,1,0,0,0,0,0,0,0,0,0,0,,38,2
1,175,12,1,48,0,1,0,0,0,0,0,0,0,0,0,0,,17,1
1,175,7,2,56,0,0,0,1,0,0,0,0,0,0,2,0,,34,3
1,175,2,1,44,1,0,0,0,0,0,0,0,0,0,0,0,,4,5
1,175,9,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,2,1
1,175,3,1,44,0,1,0,0,0,0,0,0,0,0,0,0,,21,1
1,175,1,1,67,1,0,0,0,0,0,0,0,0,0,0,0,,47,2
1,175,11,1,64,0,0,0,0,0,0,1,0,0,0,0,0,,39,1
1,175,6,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,176,3,1,45,0,0,0,0,0,0,1,0,0,0,0,0,,30,1
2,176,7,2,54,0,0,0,0,0,0,0,0,0,0,1,0,,20,2
2,176,1,1,57,0,0,0,0,0,0,0,0,1,0,0,0,"représentant du chef de quartier",30,2
2,176,2,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,40,3
2,176,5,1,57,0,0,0,0,0,0,1,0,0,0,0,0,,18,2
2,176,6,2,43,0,1,0,0,0,0,0,0,0,0,0,0,,6,3
2,176,4,1,49,0,0,1,0,0,0,0,0,0,0,0,0,,2,5
1,177,7,1,66,0,1,0,0,0,0,0,0,0,0,0,0,,27,3
1,177,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,,31,3
1,177,2,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,32,2
1,177,4,1,78,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
1,177,3,2,67,0,0,0,0,0,0,0,0,0,0,0,1,,28,3
1,177,5,1,71,0,1,0,0,0,0,2,0,0,0,0,0,,34,1
1,177,11,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,40,2
1,177,9,2,63,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
1,177,10,1,58,0,0,1,0,0,0,0,0,0,0,0,0,,25,5
1,177,6,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,13,3
1,177,8,1,25,0,0,0,0,0,0,0,0,1,0,0,0,"representant des jeunes",22,5
2,178,4,2,40,0,0,0,2,0,0,0,0,1,0,0,0,"conseillère municipale",40,3
2,178,1,1,79,1,0,0,0,0,0,0,0,0,0,0,0,,79,1
2,178,6,1,62,0,1,0,0,0,0,0,0,0,0,0,0,,62,1
2,178,2,1,38,0,2,1,0,0,0,0,0,0,0,0,0,,38,5
2,178,3,1,42,0,2,0,0,0,0,0,0,0,1,0,0,,42,4
2,178,5,1,33,0,0,0,0,1,0,0,0,0,0,0,0,,33,5
1,179,6,1,52,0,1,0,0,0,0,0,0,0,0,0,0,,52,2
1,179,3,1,60,0,1,0,0,0,0,0,0,0,2,0,0,,54,2
1,179,9,2,45,0,0,0,0,0,0,0,0,0,1,0,0,,45,2
1,179,4,1,57,1,0,0,0,0,0,0,0,0,2,0,0,,50,2
1,179,8,2,71,0,0,0,0,0,0,0,0,1,0,0,0,"secretaire du groupement femin",71,2
1,179,1,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,12,2
1,179,7,1,65,0,0,0,0,1,0,0,0,0,0,0,0,,43,2
1,179,2,1,53,0,1,0,0,0,0,0,0,2,0,0,0,"commissaire au compte",53,1
1,179,5,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,10,2
1,180,8,2,65,0,0,0,0,0,0,0,0,0,1,0,0,,40,1
1,180,6,1,64,0,0,0,0,0,0,1,0,0,0,0,0,,64,1
1,180,3,1,25,0,0,1,0,0,0,0,0,0,0,0,0,,3,5
1,180,11,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
1,180,7,1,72,0,1,0,0,0,0,0,0,0,0,0,0,,52,1
1,180,1,1,59,1,0,0,0,0,0,0,0,0,0,0,0,,35,1
1,180,12,1,40,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,180,10,1,33,0,0,0,0,0,0,0,0,1,0,0,0,"represenrant des jeunes",33,1
1,180,13,1,51,0,1,0,0,0,0,0,0,0,0,0,0,,51,1
1,180,9,1,41,0,0,0,0,0,0,0,0,1,0,0,0,"representant eleveur",41,1
1,180,2,2,62,0,0,0,0,0,0,0,0,0,0,1,0,,35,1
1,180,4,2,50,0,0,0,0,0,0,0,0,0,1,0,0,,50,1
1,180,5,2,51,0,0,0,0,0,0,0,0,0,0,1,0,,51,1
2,181,6,2,60,0,0,0,0,0,0,0,1,0,0,0,0,,60,1
2,181,5,2,70,0,0,0,0,0,0,0,0,0,0,1,0,,70,1
2,181,9,2,44,0,0,0,0,0,0,0,0,1,0,0,0,"relais",44,1
2,181,4,2,24,0,0,0,0,0,0,0,0,1,0,0,0,"personne ressource",24,2
2,181,10,1,57,0,0,0,0,0,0,1,0,0,0,0,0,,57,1
2,181,2,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
2,181,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,72,1
2,181,7,1,45,0,0,0,0,0,0,1,0,0,0,0,0,,45,1
2,181,8,1,68,0,0,0,0,0,0,0,1,0,0,0,0,,68,1
2,181,3,1,89,0,0,0,0,0,0,0,1,0,0,0,0,,52,1
2,181,12,2,65,0,0,0,0,0,0,0,0,0,0,1,0,,65,1
2,181,11,1,35,0,1,0,0,0,0,0,0,0,0,0,0,,35,1
1,182,1,1,81,1,0,0,0,2,0,0,0,0,0,0,0,,23,2
1,182,2,2,44,0,0,0,1,0,0,0,0,0,0,0,0,,15,3
1,182,5,2,18,0,0,0,0,0,0,0,0,1,0,0,0,"represntante badiene gokh",9,4
1,182,6,1,49,0,0,1,0,0,0,0,0,0,0,0,0,,3,5
1,182,3,1,65,0,2,0,0,0,0,0,0,1,0,0,0,"membre du comite des sages",20,2
1,182,4,2,29,0,0,0,0,0,0,0,0,1,0,0,0,"representant des jeunes",23,5
2,183,7,1,76,0,1,0,0,0,0,0,0,0,0,0,0,,76,1
2,183,10,2,33,0,0,1,0,0,0,0,0,0,0,0,0,,25,4
2,183,1,1,78,1,0,0,0,0,0,0,2,0,0,0,0,,78,1
2,183,9,1,49,0,0,0,1,0,0,0,0,0,0,0,0,,49,3
2,183,5,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"presidente groupement pour la promotion de la femme",35,2
2,183,3,1,62,0,0,0,0,0,0,0,0,0,1,0,0,,62,2
2,183,4,1,75,0,0,0,0,0,0,1,0,0,0,0,0,,75,1
2,183,6,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,183,2,2,69,0,0,0,0,0,0,0,0,0,0,1,0,,40,1
2,183,11,1,54,0,1,0,0,0,0,0,0,0,0,0,0,,54,1
2,183,8,1,31,0,0,0,0,0,1,0,0,0,0,0,0,,31,3
2,183,12,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,74,1
1,184,2,1,63,0,0,0,0,0,0,0,0,1,0,0,0,"president du comité de development sanitaire",63,5
1,184,1,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"représentant du chef de quartier",46,5
1,184,6,2,63,0,1,0,0,0,0,0,0,0,0,0,0,,26,4
1,184,5,1,31,0,0,0,0,0,0,2,1,0,0,0,0,,31,1
1,184,3,2,60,0,1,0,0,0,0,0,0,0,0,0,0,,30,3
1,184,4,2,57,0,0,0,0,0,0,0,0,0,0,1,0,,57,3
1,184,7,2,47,0,0,0,2,0,0,0,0,0,0,1,0,,28,5
1,184,8,1,59,0,0,1,0,0,0,0,0,0,0,0,0,,10,5
2,185,3,1,52,0,0,1,0,0,0,0,0,0,0,0,0,,52,4
2,185,5,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"conseillére municipale",51,2
2,185,7,2,52,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",52,2
2,185,1,1,59,1,0,0,0,0,0,0,0,0,0,0,0,,53,3
2,185,6,2,65,0,0,0,0,0,0,0,0,0,0,1,0,,65,3
2,185,2,1,53,0,0,0,0,0,0,0,0,1,0,0,0,"PRÉSIDENT DES PARENTS D'ELEVES",33,2
2,185,8,2,60,0,0,0,0,0,0,0,0,1,0,0,0,"PRÉSIDENTE GROUPEMENT FEMIN",60,3
2,185,4,2,55,0,0,0,0,0,0,0,0,0,0,1,0,,55,2
1,186,1,1,78,1,2,0,0,0,0,0,0,0,0,0,0,,58,1
1,186,6,1,32,0,0,1,0,0,0,0,0,0,0,0,0,,1,5
1,186,5,1,52,0,0,0,0,0,0,0,1,0,0,0,0,,38,1
1,186,3,2,35,0,0,0,0,0,0,0,0,0,1,0,0,,12,2
1,186,8,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"rrssortissant du village emmigre",25,2
1,186,2,1,47,0,0,0,0,0,0,0,0,1,0,0,0,"habitant du village",47,1
1,186,4,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,56,1
1,186,7,1,32,0,0,1,0,0,0,0,0,0,0,0,0,,2,5
2,187,6,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,57,1
2,187,7,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
2,187,9,1,66,0,0,0,0,0,0,0,0,1,0,0,0,"Adj maire",66,4
2,187,15,1,50,0,0,0,0,0,0,0,0,1,0,0,0,"AGRICULTURE",50,2
2,187,5,1,34,0,0,0,0,0,1,0,0,0,0,0,0,,34,1
2,187,10,1,31,0,0,1,0,0,0,0,0,0,0,0,0,,1,5
2,187,8,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,61,1
2,187,1,1,60,1,0,0,0,0,0,0,0,0,0,0,0,,10,3
2,187,13,1,31,0,0,1,0,0,0,0,0,0,0,0,0,,2,5
2,187,11,2,44,0,1,0,0,0,0,0,0,0,0,0,0,,44,1
2,187,4,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"président ASSOCIATION DENTAL BARROBE",40,1
2,187,12,2,54,0,0,0,0,0,0,0,0,0,0,1,0,,40,2
2,187,14,2,31,0,0,0,0,0,0,0,0,1,0,0,0,"RELAIS",31,4
2,187,2,1,64,0,0,0,0,0,0,1,0,0,0,0,0,,30,1
2,187,3,1,36,0,0,0,0,0,0,0,0,1,0,0,0,"président de l'ASC",36,2
2,188,12,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,61,1
2,188,17,2,52,0,0,0,0,0,0,0,0,1,0,0,0,"présidente groupement féminin",52,1
2,188,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,72,1
2,188,19,2,28,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",28,3
2,188,3,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,2
2,188,21,1,41,0,0,0,0,0,0,0,0,1,0,0,0,"agent municipal",5,4
2,188,11,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,3
2,188,18,2,31,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",31,2
2,188,20,2,37,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT FEMININ",37,1
2,188,16,2,42,0,0,0,0,0,0,0,0,0,0,1,0,,42,1
2,188,8,1,43,0,0,0,0,0,0,0,0,1,0,0,0,"président forage",43,1
2,188,4,1,62,0,0,0,0,0,0,0,0,1,0,0,0,"Relais communautaire",62,2
2,188,5,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,58,1
2,188,15,1,75,0,1,0,0,0,0,0,0,0,0,0,0,,75,1
2,188,14,1,64,0,0,0,0,0,0,0,0,1,0,0,0,"président pêcheur",64,1
1,189,10,2,37,0,0,0,0,0,0,0,0,1,0,0,0,"matronne",22,2
1,189,8,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,64,1
1,189,7,1,56,0,0,0,0,0,0,0,2,1,0,0,0,"president APE",56,1
1,189,5,1,45,0,0,0,0,0,1,0,0,0,0,0,0,,45,1
1,189,4,1,73,0,1,0,0,0,0,0,0,0,0,0,0,,73,1
1,189,2,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,74,1
1,189,12,2,32,0,0,0,0,0,0,0,0,0,0,1,0,,10,1
1,189,11,2,42,0,0,0,0,0,0,0,1,0,0,0,0,,23,2
1,189,9,1,51,0,1,0,0,0,0,0,2,0,0,0,0,,51,3
1,189,6,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
1,189,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,,50,1
1,189,3,1,67,0,1,0,0,0,0,0,0,0,0,0,0,,67,1
2,190,9,1,40,0,0,0,1,0,0,0,0,0,0,0,0,,2,4
2,190,13,1,70,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT DES ELEVEUR",70,1
2,190,7,2,48,0,0,0,0,0,0,0,0,0,0,1,0,,45,1
2,190,12,1,60,0,1,0,0,0,0,0,0,2,0,0,0,"président parent d'eleve",50,1
2,190,3,1,60,1,0,0,0,0,0,0,0,0,0,0,0,,60,1
2,190,1,1,74,1,0,0,0,0,0,0,0,0,0,0,0,,74,1
2,190,11,1,51,0,1,0,0,0,0,0,0,0,0,0,0,,51,1
2,190,8,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,190,5,1,48,0,1,0,0,0,0,0,0,0,0,0,0,,48,1
2,190,4,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,1
2,190,6,1,72,0,0,0,0,0,0,1,0,0,0,0,0,,72,1
2,190,14,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"président du forage",40,1
2,190,2,1,35,0,1,0,0,0,0,0,0,0,0,0,0,,35,1
2,190,10,1,40,0,0,1,0,0,0,0,0,0,0,0,0,,7,4
1,191,5,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
1,191,6,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,6,1
1,191,9,1,65,0,1,0,0,0,0,0,0,2,0,0,0,"immigré",60,1
1,191,7,2,50,0,0,0,0,0,0,0,0,1,0,0,0,"ménagere",50,1
1,191,1,1,69,1,0,0,0,0,0,0,0,0,0,0,0,,69,2
1,191,2,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,69,2
1,191,3,1,58,0,0,0,0,0,1,0,0,0,0,0,0,,55,1
1,191,10,1,62,0,1,0,0,0,0,2,0,0,0,0,0,,62,1
1,191,8,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
1,191,4,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,54,1
2,192,9,1,62,0,0,0,0,0,0,0,0,1,0,0,0,"Président GIE",62,1
2,192,8,1,53,0,0,0,0,0,0,0,1,0,0,0,0,,53,2
2,192,10,1,62,0,0,0,0,0,1,0,0,0,0,0,0,,62,1
2,192,2,1,49,0,1,0,0,0,0,0,0,0,0,0,0,,49,2
2,192,6,2,57,0,0,0,0,0,0,0,0,0,0,1,0,,37,2
2,192,4,1,53,0,0,1,0,0,0,0,0,0,0,0,0,,21,4
2,192,5,1,81,0,0,0,0,0,0,0,1,0,0,0,0,,71,1
2,192,7,2,66,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT feminin",66,2
2,192,3,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,74,1
2,192,1,1,71,1,0,0,0,0,0,0,0,0,0,0,0,,71,1
2,192,11,2,49,0,0,0,1,0,0,0,0,0,0,0,0,,3,3
1,193,2,2,34,0,0,0,0,0,0,0,0,0,0,1,0,,34,1
1,193,10,1,54,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
1,193,4,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,45,1
1,193,5,1,55,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
1,193,8,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
1,193,1,1,39,1,0,0,0,0,0,0,0,0,0,0,0,,39,1
1,193,12,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"representant des jeunes",15,1
1,193,7,2,55,0,0,0,0,0,0,1,0,0,0,0,0,,55,1
1,193,11,1,71,0,1,0,0,0,0,2,0,0,0,0,0,,71,1
1,193,6,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,59,1
1,193,9,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
1,193,3,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,194,5,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,194,6,1,43,0,1,0,0,0,0,0,0,0,0,0,0,,43,1
2,194,11,1,43,0,0,0,0,0,0,0,0,0,1,0,0,,43,1
2,194,9,1,28,0,0,0,0,0,1,0,0,0,0,0,0,,28,1
2,194,3,1,47,0,0,0,0,0,1,0,0,0,0,0,0,,47,1
2,194,2,1,39,0,1,0,0,0,0,0,0,0,0,0,0,,39,1
2,194,4,2,53,0,1,0,0,0,0,0,0,0,0,0,0,,53,1
2,194,1,1,61,1,0,0,0,0,0,0,0,0,0,0,0,,61,1
2,194,8,1,37,0,1,0,0,0,0,0,0,0,0,0,0,,37,1
2,194,7,1,38,0,1,0,0,0,0,0,0,0,0,0,0,,38,1
2,194,10,2,63,0,0,0,0,0,0,0,0,0,1,0,0,,63,1
1,195,9,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
1,195,13,1,42,0,1,0,0,0,0,0,0,0,0,0,0,,32,1
1,195,11,2,36,0,0,0,0,0,0,0,0,0,0,1,0,,35,1
1,195,14,2,31,0,0,0,0,0,0,0,0,0,0,1,0,,31,1
1,195,5,2,54,0,1,0,0,0,0,0,0,0,0,0,0,,54,1
1,195,7,2,51,0,0,0,0,0,0,0,0,0,0,1,0,,51,1
1,195,1,1,69,1,2,0,0,0,0,0,0,0,0,0,0,,69,1
1,195,15,2,48,0,0,0,0,0,0,0,0,1,0,0,0,"gardienne du ribonet du village",35,1
1,195,12,2,23,0,0,0,0,0,0,0,0,0,0,1,0,,23,1
1,195,3,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,195,6,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
